,reactions,new_reaction,solved_by,confidence,modifiers,issue
436,O=C(CC1=CC=C(C=N1)C(F)(F)F)C2=CC(Br)=CC=C2.NO>>O/N=C(CC3=CC=C(C=N3)C(F)(F)F)\C4=CC(Br)=CC=C4.O,O=C(CC1=CC=C(C=N1)C(F)(F)F)C2=CC(Br)=CC=C2.NO>>O/N=C(CC3=CC=C(C=N3)C(F)(F)F)\C4=CC(Br)=CC=C4.O,,,[],
437,FC(F)(F)C1=CC=C(Cl)N=C1.O=C(C)C2=CC(Br)=CC=C2.[H-]>>O=C(CC3=CC=C(C=N3)C(F)(F)F)C4=CC(Br)=CC=C4.[Cl-].[HH],FC(F)(F)C1=CC=C(Cl)N=C1.O=C(C)C2=CC(Br)=CC=C2.[H-]>>O=C(CC3=CC=C(C=N3)C(F)(F)F)C4=CC(Br)=CC=C4.[Cl-].[HH],,,[],
438,C1COCCN1.O=C1CCCCC1>>C1CCC(=CC1)N1CCOCC1.O,C1COCCN1.O=C1CCCCC1>>C1CCC(=CC1)N1CCOCC1.O,,,[],
439,NC1=CC=CC=C1.C=C(O2)CC2=O>>O=C(CC(C)=O)NC3=CC=CC=C3,NC1=CC=CC=C1.C=C(O2)CC2=O>>O=C(CC(C)=O)NC3=CC=CC=C3,,,[],
440,OO.CC1=CN=CC=C1>>CC2=CC=C[N+]([O-])=C2.O,OO.CC1=CN=CC=C1>>CC2=CC=C[N+]([O-])=C2.O,,,[],
441,O[N+]([O-])=O.CC1=CC=C[N+]([O-])=C1>>CC2=C([N+]([O-])=O)C=C[N+]([O-])=C2.O,O[N+]([O-])=O.CC1=CC=C[N+]([O-])=C1>>CC2=C([N+]([O-])=O)C=C[N+]([O-])=C2.O,,,[],
442,BrBr.OC1=CC=CC=C1>>BrC2=CC=C(O)C=C2.[H]Br,BrBr.OC1=CC=CC=C1>>BrC2=CC=C(O)C=C2.[H]Br,,,[],
443,[O+]#[C-].[O+]#[C-].O=C(C1=CC=CC(N(=O)=O)=C1/C=C/C2=CC=CO2)N(C)C>>CN(C(C3=CC=CC4=C3C=C(C5=CC=CO5)N4)=O)C.O=C=O.O=C=O,[O+]#[C-].[O+]#[C-].O=C(C1=CC=CC(N(=O)=O)=C1/C=C/C2=CC=CO2)N(C)C>>CN(C(C3=CC=CC4=C3C=C(C5=CC=CO5)N4)=O)C.O=C=O.O=C=O,,,[],
444,[C-]#[O+].[C-]#[O+].FC1=CC=C(C=C1)/C=C/C2=C(N(=O)=O)C=CC=C2C(N3CCCC3)=O>>FC4=CC=C(C5=CC6=C(C=CC=C6C(N7CCCC7)=O)N5)C=C4.O=C=O.O=C=O,[C-]#[O+].[C-]#[O+].FC1=CC=C(C=C1)/C=C/C2=C(N(=O)=O)C=CC=C2C(N3CCCC3)=O>>FC4=CC=C(C5=CC6=C(C=CC=C6C(N7CCCC7)=O)N5)C=C4.O=C=O.O=C=O,,,[],
445,COC(C(C)C)=O.FC1=CC=C(C=C1)Br.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CC=C(C=C4)F)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],COC(C(C)C)=O.FC1=CC=C(C=C1)Br.C2(CCCCC2)[N-]C3CCCCC3>>COC(C(C)(C4=CC=C(C=C4)F)C)=O.C5(CCCCC5)NC6CCCCC6.[Br-],,,[],
446,[C-]#[O+].[C-]#[O+].O=C(C1=CC=CC(N(=O)=O)=C1/C=C/C2=CC3=C(C=C2)OCO3)N4CCOCC4>>O=C(C5=CC=CC6=C5C=C(C7=CC8=C(C=C7)OCO8)N6)N9CCOCC9.O=C=O.O=C=O,[C-]#[O+].[C-]#[O+].O=C(C1=CC=CC(N(=O)=O)=C1/C=C/C2=CC3=C(C=C2)OCO3)N4CCOCC4>>O=C(C5=CC=CC6=C5C=C(C7=CC8=C(C=C7)OCO8)N6)N9CCOCC9.O=C=O.O=C=O,,,[],
447,N.N.ClC1=CC(Cl)=C(C=C1N(=O)=O)N(=O)=O>>NC1=CC(N)=C(C=C1N(=O)=O)N(=O)=O.Cl.Cl,N.N.ClC1=CC(Cl)=C(C=C1N(=O)=O)N(=O)=O>>NC1=CC(N)=C(C=C1N(=O)=O)N(=O)=O.Cl.Cl,,,[],
448,OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1>>OC(=O)C1C2=C(C=CC=C2)C2=C1C=CC=C2.O,OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1>>OC(=O)C1C2=C(C=CC=C2)C2=C1C=CC=C2.O,,,[],
449,ON=O.NNC1=CC=CC=C1>>[N-]=[N+]=NC2=CC=CC=C2.O.O,ON=O.NNC1=CC=CC=C1>>[N-]=[N+]=NC2=CC=CC=C2.O.O,,,[],
450,BrBr.CC1=CC(C)=CC(C)=C1>>CC2=CC(C)=C(C(C)=C2)Br.Br,BrBr.CC1=CC(C)=CC(C)=C1>>CC2=CC(C)=C(C(C)=C2)Br.Br,,,[],
451,CC([O-])=O.CC1(C)OI(Cl)C2=CC=CC=C12.C[Si](C(F)(F)F)(C)C>>CC3(C)OI(C4=C3C=CC=C4)C(F)(F)F.C[Si](OC(C)=O)(C)C.[Cl-],CC([O-])=O.CC1(C)OI(Cl)C2=CC=CC=C12.C[Si](C(F)(F)F)(C)C>>CC3(C)OI(C4=C3C=CC=C4)C(F)(F)F.C[Si](OC(C)=O)(C)C.[Cl-],,,[],
452,O=NO.NC1=C(C=CC=C1)N>>C23=CC=CC=C2NN=N3.O.O,O=NO.NC1=C(C=CC=C1)N>>C23=CC=CC=C2NN=N3.O.O,,,[],
453,[C-]#[O+].[C-]#[O+].CS(=O)(N1CCN(C(C2=CC=CC(N(=O)=O)=C2/C=C/C3=CC(Cl)=CC(F)=C3)=O)CC1)=O>>CS(=O)(N4CCN(C(C5=CC=CC6=C5C=C(C7=CC(Cl)=CC(F)=C7)N6)=O)CC4)=O.O=C=O.O=C=O,[C-]#[O+].[C-]#[O+].CS(=O)(N1CCN(C(C2=CC=CC(N(=O)=O)=C2/C=C/C3=CC(Cl)=CC(F)=C3)=O)CC1)=O>>CS(=O)(N4CCN(C(C5=CC=CC6=C5C=C(C7=CC(Cl)=CC(F)=C7)N6)=O)CC4)=O.O=C=O.O=C=O,,,[],
454,O=N(O)=O.O=N(O)=O.CC1=C(C=C(C(C)=C1)C)C>>CC2=C(C([N+]([O-])=O)=C(C(C)=C2[N+]([O-])=O)C)C.O.O,O=N(O)=O.O=N(O)=O.CC1=C(C=C(C(C)=C1)C)C>>CC2=C(C([N+]([O-])=O)=C(C(C)=C2[N+]([O-])=O)C)C.O.O,,,[],
455,[C-]#[O+].[C-]#[O+].CC(C)(OC(N1CCN(C(C2=CC=CC(N(=O)=O)=C2/C=C/C3=CC4=C(C=C3)OCO4)=O)CC1)=O)C>>CC(C)(OC(N5CCN(C(C6=CC=CC7=C6C=C(C8=CC9=C(C=C8)OCO9)N7)=O)CC5)=O)C.O=C=O.O=C=O,[C-]#[O+].[C-]#[O+].CC(C)(OC(N1CCN(C(C2=CC=CC(N(=O)=O)=C2/C=C/C3=CC4=C(C=C3)OCO4)=O)CC1)=O)C>>CC(C)(OC(N5CCN(C(C6=CC=CC7=C6C=C(C8=CC9=C(C=C8)OCO9)N7)=O)CC5)=O)C.O=C=O.O=C=O,,,[],
456,BrBr.CC1=C(C(OC)=O)C=CC=C1[N+]([O-])=O>>O=C(OC)C2=C(CBr)C([N+]([O-])=O)=CC=C2.[Br],BrBr.CC1=C(C(OC)=O)C=CC=C1[N+]([O-])=O>>O=C(OC)C2=C(CBr)C([N+]([O-])=O)=CC=C2.[Br].[H],rule-based-method,,[],
457,CCN(CC)CC.CCSCO.CC(C)([Si](C)(Cl)C)C>>CCSCO[Si](C)(C(C)(C)C)C.CC[NH+](CC)CC.[Cl-],CCN(CC)CC.CCSCO.CC(C)([Si](C)(Cl)C)C>>CCSCO[Si](C)(C(C)(C)C)C.CC[NH+](CC)CC.[Cl-],,,[],
458,CCOC(=O)C1CCC2=C(C=CC=C2)C1=O.C#C>>CCOC(=O)C1(CCC2=CC=CC=C2C1=O)C=C,CCOC(=O)C1CCC2=C(C=CC=C2)C1=O.C#C>>CCOC(=O)C1(CCC2=CC=CC=C2C1=O)C=C,,,[],
459,NC(N)=O.CCOC(CC(OCC)=O)=O>>O=C1CC(NC(N1)=O)=O.CCO.CCO,NC(N)=O.CCOC(CC(OCC)=O)=O>>O=C1CC(NC(N1)=O)=O.CCO.CCO,,,[],
460,[O-]C([O-])=O.CCCC#CCCC.CNC1=CC=CC=C1I>>CCCC2=C(C3=C(N2C)C=CC=C3)CCC.OC([O-])=O.[I-],[O-]C([O-])=O.CCCC#CCCC.CNC1=CC=CC=C1I>>CCCC2=C(C3=C(N2C)C=CC=C3)CCC.OC([O-])=O.[I-],,,[],
461,[O-]C([O-])=O.CC(C#CC(C)(O)C)=C.NC1=C(C=CC=C1)I>>CC(C2=C(C(C)(O)C)NC3=C2C=CC=C3)=C.OC([O-])=O.[I-],[O-]C([O-])=O.CC(C#CC(C)(O)C)=C.NC1=C(C=CC=C1)I>>CC(C2=C(C(C)(O)C)NC3=C2C=CC=C3)=C.OC([O-])=O.[I-],,,[],
462,CC([O-])=O.OC[C@@H](C1=C(C=C(C=C1Br)OCC2=CC=CC=C2)Br)CNCC3=CC=CC=C3>>OC[C@@H]4CN(C5=C4C(Br)=CC(OCC6=CC=CC=C6)=C5)CC7=CC=CC=C7.CC(O)=O.[Br-],CC([O-])=O.OC[C@@H](C1=C(C=C(C=C1Br)OCC2=CC=CC=C2)Br)CNCC3=CC=CC=C3>>OC[C@@H]4CN(C5=C4C(Br)=CC(OCC6=CC=CC=C6)=C5)CC7=CC=CC=C7.CC(O)=O.[Br-],,,[],
463,O=CC1=CC=CC=C1N.C2CCCN2>>C34=CC=CC=C3CN5C(CCC5)N4.O,O=CC1=CC=CC=C1N.C2CCCN2>>C34=CC=CC=C3CN5C(CCC5)N4.O,,,[],
464,[O-]C([O-])=O.CCCC(C=O)(C1=C(C=CC(OCC2=CC=C(C#N)C=C2)=C1)Br)CCC>>CCCC3(C(C4=CC=C(C=C34)OCC5=CC=C(C#N)C=C5)=O)CCC.OC([O-])=O.[Br-],[O-]C([O-])=O.CCCC(C=O)(C1=C(C=CC(OCC2=CC=C(C#N)C=C2)=C1)Br)CCC>>CCCC3(C(C4=CC=C(C=C34)OCC5=CC=C(C#N)C=C5)=O)CCC.OC([O-])=O.[Br-],,,[],
465,CC1=CC=C(C=C1)C1=NC=CC=C1.CC1=CC=C(C=C1)S(=O)(=O)N=[N]#N>>CC1=CC=C(C=C1)S(=O)(=O)NC1=C(C=CC(C)=C1)C1=NC=CC=C1.N#N,CC1=CC=C(C=C1)C1=NC=CC=C1.CC1=CC=C(C=C1)S(=O)(=O)N=[N]#N>>CC1=CC=C(C=C1)S(=O)(=O)NC1=C(C=CC(C)=C1)C1=NC=CC=C1.N#N,,,[],
466,NO.CCOC(C1=CC=CC=C1)=O>>ONC(C2=CC=CC=C2)=O.CCO,NO.CCOC(C1=CC=CC=C1)=O>>ONC(C2=CC=CC=C2)=O.CCO,,,[],
467,O=C(C(C1=CC=CC=C1)=O)C2=CC=CC=C2.NN.NN>>N/N=C(/C(C3=CC=CC=C3)=N/N)C4=CC=CC=C4.O.O,O=C(C(C1=CC=CC=C1)=O)C2=CC=CC=C2.NN.NN>>N/N=C(/C(C3=CC=CC=C3)=N/N)C4=CC=CC=C4.O.O,,,[],
468,O=NO.CCOC(CN)=O>>CCOC(C=N#N)=O.O.O,O=NO.CCOC(CN)=O>>CCOC(C=N#N)=O.O.O,,,[],
469,CCN(CC)CC.CS(=O)(Cl)=O.NC1=CC=CC=C1/C(CC2=CC=CC=C2)=N\O>>CC[NH+](CC)CC.CS(=O)(O)=O.C3(CC4=CC=CC=C4)=NNC5=CC=CC=C35.[Cl-],CCN(CC)CC.CS(=O)(Cl)=O.NC1=CC=CC=C1/C(CC2=CC=CC=C2)=N\O>>CC[NH+](CC)CC.CS(=O)(O)=O.C3(CC4=CC=CC=C4)=NNC5=CC=CC=C35.[Cl-],,,[],
470,ON=O.CCCCO>>CCCCON=O.O,ON=O.CCCCO>>CCCCON=O.O,,,[],
471,NC1=CC=CC=C1N.O=CC=O>>C23=CC=CC=C2N=CC=N3.O.O,NC1=CC=CC=C1N.O=CC=O>>C23=CC=CC=C2N=CC=N3.O.O,,,[],
472,ClC(=O)CCCCC(Cl)=O.C1=CC=CC=C1.C1=CC=CC=C1>>Cl.Cl.O=C(CCCCC(=O)C1=CC=CC=C1)C1=CC=CC=C1,ClC(=O)CCCCC(Cl)=O.C1=CC=CC=C1.C1=CC=CC=C1>>Cl.Cl.O=C(CCCCC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,,[],
473,CCCCC(CC)OSc1ccccc1>>CCC(O)CCC(C)Sc1ccccc1,CCCCC(CC)OSc1ccccc1>>CCC(O)CCC(C)Sc1ccccc1,,,[],
474,[C-]#[O+].[C-]#[O+].FC1=CC=C(C=C1)/C=C/C2=C(N(=O)=O)C=CC=C2C(N3CCC(N4C(NC5=C4C=CC=C5)=O)CC3)=O>>FC1=CC=C(C2=CC3=C(C=CC=C3C(N4CCC(N5C(NC6=C5C=CC=C6)=O)CC4)=O)N2)C=C1.O=C=O.O=C=O,[C-]#[O+].[C-]#[O+].FC1=CC=C(C=C1)/C=C/C2=C(N(=O)=O)C=CC=C2C(N3CCC(N4C(NC5=C4C=CC=C5)=O)CC3)=O>>FC1=CC=C(C2=CC3=C(C=CC=C3C(N4CCC(N5C(NC6=C5C=CC=C6)=O)CC4)=O)N2)C=C1.O=C=O.O=C=O,,,[],
475,CCN(CC)CC.ClSc1ccccc1.CCCCC(O)CC>>CCCCC(OSc2ccccc2)CC.CC[NH+](CC)CC.[Cl-],CCN(CC)CC.ClSc1ccccc1.CCCCC(O)CC>>CCCCC(OSc2ccccc2)CC.CC[NH+](CC)CC.[Cl-],,,[],
476,NCC=C.NCC=C.COC(Cl)=O>>COC(NCC=C)=O.[NH3+]CC=C.[Cl-],NCC=C.NCC=C.COC(Cl)=O>>COC(NCC=C)=O.[NH3+]CC=C.[Cl-],,,[],
477,COC(NCC=C)=O.CCCCCCC#CC#CBr.C1=CC=CC=N1>>CCCCCCC#CC#CN(CC=C)C(OC)=O.[Br-].[NH+]2=CC=CC=C2,COC(NCC=C)=O.CCCCCCC#CC#CBr.C1=CC=CC=N1>>CCCCCCC#CC#CN(CC=C)C(OC)=O.[Br-].[NH+]2=CC=CC=C2,,,[],
478,CC(C)[N-]C(C)C.CCCCCCC#CC(Cl)=C>>CCCCCCC#CC#C.CC(C)NC(C)C.[Cl-],CC(C)[N-]C(C)C.CCCCCCC#CC(Cl)=C>>CCCCCCC#CC#C.CC(C)NC(C)C.[Cl-],,,[],
479,CCN(CC)CC.CC1CCCCC1=O.CC([Si](Cl)(C)C)(C)C>>CC2=C(CCCC2)O[Si](C(C)(C)C)(C)C.CC[NH+](CC)CC.[Cl-],CCN(CC)CC.CC1CCCCC1=O.CC([Si](Cl)(C)C)(C)C>>CC2=C(CCCC2)O[Si](C(C)(C)C)(C)C.CC[NH+](CC)CC.[Cl-],,,[],
480,OC(CC(c1ccccc1)C=C)=O.II>>IC[C@@H]2OC(C[C@H]2c3ccccc3)=O.[H+].[I-],OC(CC(c1ccccc1)C=C)=O.II>>IC[C@@H]2OC(C[C@H]2c3ccccc3)=O.[H+].[I-],,,[],
481,C=C(C(S(c1ccccc1)=O)=C)S(c2ccccc2)=O.OO.OO>>C=C(S(=O)(c3ccccc3)=O)C(S(=O)(c4ccccc4)=O)=C.O.O,C=C(C(S(c1ccccc1)=O)=C)S(c2ccccc2)=O.OO.OO>>C=C(S(=O)(c3ccccc3)=O)C(S(=O)(c4ccccc4)=O)=C.O.O,,,[],
482,O=Cc1ccccc1.FS(F)(c2ccccc2)F>>FC(c3ccccc3)F.FS(c4ccccc4)=O,O=Cc1ccccc1.FS(F)(c2ccccc2)F>>FC(c3ccccc3)F.FS(c4ccccc4)=O,,,[],
483,O=S1(CC=CC1)=O.CCOC(/C=C/C(OCC)=O)=O>>CCOC([C@@H]2CC=CC[C@@H]2C(OCC)=O)=O.O=S=O,O=S1(CC=CC1)=O.CCOC(/C=C/C(OCC)=O)=O>>CCOC([C@@H]2CC=CC[C@@H]2C(OCC)=O)=O.O=S=O,,,[],
484,CCN(CC)CC.BrC1CCOC1=O>>O=C2OCC=C2.CC[N+](CC)([H])CC.[Br-],CCN(CC)CC.BrC1CCOC1=O>>O=C2OCC=C2.CC[N+](CC)([H])CC.[Br-],,,[],
485,CCOC(C1CC(C(C(OCC)=O)CC1=O)=O)=O.O.O>>O=C(CC2)CCC2=O.CCO.CCO.O=C=O.O=C=O,CCOC(C1CC(C(C(OCC)=O)CC1=O)=O)=O.O.O>>O=C(CC2)CCC2=O.CCO.CCO.O=C=O.O=C=O,,,[],
486,CCN.CCN.BrCC(Br)=C>>CCNCC(Br)=C.CC[NH3+].[Br-],CCN.CCN.BrCC(Br)=C>>CCNCC(Br)=C.CC[NH3+].[Br-],,,[],
487,C1C2C=CC1C=C2.CC(C)(C)OOC(=O)c1ccccc1>>CC(C)(C)OC1C2C=CC1C=C2.OC(=O)c1ccccc1,C1C2C=CC1C=C2.CC(C)(C)OOC(=O)c1ccccc1>>CC(C)(C)OC1C2C=CC1C=C2.OC(=O)c1ccccc1,,,[],
488,II.C1=CC=CC=C1>>IC2=CC=CC=C2.[H+].[I-],II.C1=CC=CC=C1>>IC2=CC=CC=C2.[H+].[I-],,,[],
489,NO.CCCCCCC([H])=O>>CCCCCC/C([H])=N/O.O,NO.CCCCCCC([H])=O>>CCCCCC/C([H])=N/O.O,,,[],
490,O=CC1=CC=CC=C1.O=CC2=CC=CC=C2.NN>>C3(/C=N/N=C/C4=CC=CC=C4)=CC=CC=C3.O.O,O=CC1=CC=CC=C1.O=CC2=CC=CC=C2.NN>>C3(/C=N/N=C/C4=CC=CC=C4)=CC=CC=C3.O.O,,,[],
491,O=CC1=CC=CC=C1.N#CCC2=CC=CC=C2>>N#C/C(C3=CC=CC=C3)=C\C4=CC=CC=C4.O,O=CC1=CC=CC=C1.N#CCC2=CC=CC=C2>>N#C/C(C3=CC=CC=C3)=C\C4=CC=CC=C4.O,,,[],
492,C=C(O[Si](C)(C)C(C)(C)C)/C=C/N(C)C.C=CC(OC)=O>>CN(C)C1C=C(O[Si](C)(C)C(C)(C)C)CCC1C(OC)=O,C=C(O[Si](C)(C)C(C)(C)C)/C=C/N(C)C.C=CC(OC)=O>>CN(C)C1C=C(O[Si](C)(C)C(C)(C)C)CCC1C(OC)=O,,,[],
493,OC(C1=CC=CC2=C1OC3=C(C=CC=C32)C(O)=O)=O.ClS(Cl)=O.ClS(Cl)=O>>ClC(C4=CC=CC5=C4OC6=C(C=CC=C65)C(Cl)=O)=O.O=S=O.O=S=O.[H+].[Cl-].[H+].[Cl-],OC(C1=CC=CC2=C1OC3=C(C=CC=C32)C(O)=O)=O.ClS(Cl)=O.ClS(Cl)=O>>ClC(C4=CC=CC5=C4OC6=C(C=CC=C65)C(Cl)=O)=O.O=S=O.O=S=O.[H+].[Cl-].[H+].[Cl-],,,[],
494,CC1=C(NC(C)C(C)=O)C(C)=CC(C)=C1.CC(OC=O)=O>>CC2=C(N(C=O)C(C)C(C)=O)C(C)=CC(C)=C2.CC(O)=O,CC1=C(NC(C)C(C)=O)C(C)=CC(C)=C1.CC(OC=O)=O>>CC2=C(N(C=O)C(C)C(C)=O)C(C)=CC(C)=C2.CC(O)=O,,,[],
495,CCN(CC)CC.C[Si](C)(OC1=CCCC1)C.ClC(C(Cl)=O)Cl>>O=C2C(Cl)(C3(C2CCC3)O[Si](C)(C)C)Cl.CC[NH+](CC)CC.[Cl-],CCN(CC)CC.C[Si](C)(OC1=CCCC1)C.ClC(C(Cl)=O)Cl>>O=C2C(Cl)(C3(C2CCC3)O[Si](C)(C)C)Cl.CC[NH+](CC)CC.[Cl-],,,[],
496,NCC1=CC=CC=C1.NCC2=CC=CC=C2.ClC[Si](C)(C)C>>C[Si](C)(C)CNCC3=CC=CC=C3.[NH3+]CC4=CC=CC=C4.[Cl-],NCC1=CC=CC=C1.NCC2=CC=CC=C2.ClC[Si](C)(C)C>>C[Si](C)(C)CNCC3=CC=CC=C3.[NH3+]CC4=CC=CC=C4.[Cl-],,,[],
497,COC1=CC=CC=C1C#CC2=CC=CC=C2.II>>IC(C3=CC=CC=C3O4)=C4C5=CC=CC=C5.CI,COC1=CC=CC=C1C#CC2=CC=CC=C2.II>>IC(C3=CC=CC=C3O4)=C4C5=CC=CC=C5.CI,,,[],
498,ClP(Cl)(Cl)=O.O=C1C2=C(NC3=C1C=CC=C3)C=CC=C2>>ClC4=C5C=CC=CC5=NC6=C4C=CC=C6.OP(Cl)(Cl)=O,ClP(Cl)(Cl)=O.O=C1C2=C(NC3=C1C=CC=C3)C=CC=C2>>ClC4=C5C=CC=CC5=NC6=C4C=CC=C6.OP(Cl)(Cl)=O,,,[],
499,OC(C1=CC=CC=C1)C2=CC=CC=C2.OCCCl>>OCCOC(C3=CC=CC=C3)C4=CC=CC=C4.Cl,OC(C1=CC=CC=C1)C2=CC=CC=C2.OCCCl>>OCCOC(C3=CC=CC=C3)C4=CC=CC=C4.Cl,,,[],
500,CCN(CC)CC.O=C1CCC2(OCCO2)CC1.C[Si](C)(Cl)C>>C[Si](C)(OC3=CCC4(OCCO4)CC3)C.CC[NH+](CC)CC.[Cl-],CCN(CC)CC.O=C1CCC2(OCCO2)CC1.C[Si](C)(Cl)C>>C[Si](C)(OC3=CCC4(OCCO4)CC3)C.CC[NH+](CC)CC.[Cl-],,,[],
501,CC1CO1.BrBr.[H][C@@]23CCC([C@]2(CC[C@]4([C@]3(CCC5=CC(CC[C@]45C)=O)[H])[H])C)=O>>[H][C@@]67CCC([C@]6(CC[C@]8([C@]7(CCC9=C(C(CC[C@]89C)=O)Br)[H])[H])C)=O.CC(O)CBr,CC1CO1.BrBr.[H][C@@]23CCC([C@]2(CC[C@]4([C@]3(CCC5=CC(CC[C@]45C)=O)[H])[H])C)=O>>[H][C@@]67CCC([C@]6(CC[C@]8([C@]7(CCC9=C(C(CC[C@]89C)=O)Br)[H])[H])C)=O.CC(O)CBr,,,[],
502,CC(OC(C)(C)C)=O.COC(C1=CC=C(C#N)C=C1)=O.O>>COC(C2=CC=C(C(NC(C)(C)C)=O)C=C2)=O.CC(O)=O,CC(OC(C)(C)C)=O.COC(C1=CC=C(C#N)C=C1)=O.O>>COC(C2=CC=C(C(NC(C)(C)C)=O)C=C2)=O.CC(O)=O,,,[],
503,CC(C)(OO)C.O=CC1=CC2=CC=CC=C2C=C1.C3CCNC3>>O=C(C4=CC5=C(C=C4)C=CC=C5)N6CCCC6.CC(C)(O)C.O,CC(C)(OO)C.O=CC1=CC2=CC=CC=C2C=C1.C3CCNC3>>O=C(C4=CC5=C(C=C4)C=CC=C5)N6CCCC6.CC(C)(O)C.O,,,[],
504,CC(C)([O-])C.FC1=CC=C(C=C1)NC(C2=CC=CC=C2I)=O>>FC3=CC4=C(C=C3)NC(C5=C4C=CC=C5)=O.CC(C)(O)C.[I-],CC(C)([O-])C.FC1=CC=C(C=C1)NC(C2=CC=CC=C2I)=O>>FC3=CC4=C(C=C3)NC(C5=C4C=CC=C5)=O.CC(C)(O)C.[I-],,,[],
505,CCN(CC)CC.CS(=O)(Cl)=O.C/C(C1=CC=CC=C1NCC=C)=N\O>>CC2=NN(C3=C2C=CC=C3)CC=C.CC[NH+](CC)CC.CS(=O)(O)=O.[Cl-],CCN(CC)CC.CS(=O)(Cl)=O.C/C(C1=CC=CC=C1NCC=C)=N\O>>CC2=NN(C3=C2C=CC=C3)CC=C.CC[NH+](CC)CC.CS(=O)(O)=O.[Cl-],,,[],
506,NC1=CC=CC2=C1C(N)=CC=C2.SC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5.CC(C)([Si](C)(OCCl)C)C>>CC(C)([Si](C)(OCSC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)C)C.[NH3+]C1=CC=CC2=C1C(N)=CC=C2.[Cl-],NC1=CC=CC2=C1C(N)=CC=C2.SC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5.CC(C)([Si](C)(OCCl)C)C>>CC(C)([Si](C)(OCSC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)C)C.[NH3+]C1=CC=CC2=C1C(N)=CC=C2.[Cl-],,,[],
507,CC1=CC=CC(C)=N1.CC(C)([Si](C)(OCCl)C)C.CCCCCCCCCCCCS>>CCCCCCCCCCCCSCO[Si](C)(C(C)(C)C)C.CC2=[NH+]C(C)=CC=C2.[Cl-],CC1=CC=CC(C)=N1.CC(C)([Si](C)(OCCl)C)C.CCCCCCCCCCCCS>>CCCCCCCCCCCCSCO[Si](C)(C(C)(C)C)C.CC2=[NH+]C(C)=CC=C2.[Cl-],,,[],
508,NC(N)=S.CC(CCl)=O.[OH-]>>CC1=CSC(N)=N1.[Cl-].O.O,NC(N)=S.CC(CCl)=O.[OH-]>>CC1=CSC(N)=N1.[Cl-].O.O,,,[],
509,O=C(OCC)/C=C/C1=CC=CC=C1.BrBr>>O=C(OCC)C(Br)C(Br)C2=CC=CC=C2,O=C(OCC)/C=C/C1=CC=CC=C1.BrBr>>O=C(OCC)C(Br)C(Br)C2=CC=CC=C2,,,[],
510,ON=O.CC1=C(N)C=CC(N(=O)=O)=C1>>O=N(C2=CC3=C(NN=C3)C=C2)=O.O.O,ON=O.CC1=C(N)C=CC(N(=O)=O)=C1>>O=N(C2=CC3=C(NN=C3)C=C2)=O.O.O,,,[],
511,NC(CO)C1=CC=CC=C1.ClS(Cl)=O>>[NH3+]C(CCl)C2=CC=CC=C2.O=S=O.[Cl-],NC(CO)C1=CC=CC=C1.ClS(Cl)=O>>[NH3+]C(CCl)C2=CC=CC=C2.O=S=O.[Cl-],,,[],
512,CC(OC(C)(C)C)=O.ClC1=C(C=CC(C#N)=C1)OC2=C(C=CC=C2)Br.O>>CC(C)(C)NC(C3=CC(Cl)=C(C=C3)OC4=C(C=CC=C4)Br)=O.CC(O)=O,CC(OC(C)(C)C)=O.ClC1=C(C=CC(C#N)=C1)OC2=C(C=CC=C2)Br.O>>CC(C)(C)NC(C3=CC(Cl)=C(C=C3)OC4=C(C=CC=C4)Br)=O.CC(O)=O,,,[],
513,CC(OC(C)(C)C)=O.N#CCCC1=CC=CC=C1.O>>CC(O)=O.CC(C)(NC(CCC2=CC=CC=C2)=O)C,CC(OC(C)(C)C)=O.N#CCCC1=CC=CC=C1.O>>CC(O)=O.CC(C)(NC(CCC2=CC=CC=C2)=O)C,,,[],
514,CC(OC(C)(C)C)=O.CC(NC1=CC=C(C#N)C=C1)=O.O>>CC(NC2=CC=C(C(NC(C)(C)C)=O)C=C2)=O.CC(O)=O,CC(OC(C)(C)C)=O.CC(NC1=CC=C(C#N)C=C1)=O.O>>CC(NC2=CC=C(C(NC(C)(C)C)=O)C=C2)=O.CC(O)=O,,,[],
515,[O-]C([O-])=O.CCCCCC(NC1=CC=CC=C1Br)=O>>CCCCCC2=NC3=C(C=CC=C3)O2.OC([O-])=O.[Br-],[O-]C([O-])=O.CCCCCC(NC1=CC=CC=C1Br)=O>>CCCCCC2=NC3=C(C=CC=C3)O2.OC([O-])=O.[Br-],,,[],
516,O=C1OC(C=C1)=O.NC2=CC=CC=C2>>OC(/C=C\C(NC3=CC=CC=C3)=O)=O,O=C1OC(C=C1)=O.NC2=CC=CC=C2>>OC(/C=C\C(NC3=CC=CC=C3)=O)=O,,,[],
